AvgSpotLen	BioSample	DATASTORE_provider	DATASTORE_region	Experiment	InsertSize	LibraryLayout	Library_Name	MBases	MBytes	Run	SRA_Sample	Sample_Name	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	Instrument	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study
150	SAMN10609440	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157448	0	PAIRED	PGT-132716	127	38	SRR8346652	SRS4167220	Jagerschnitzel_F1__PGT-132716	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609579	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157449	0	PAIRED	PGT-147540	183	55	SRR8346651	SRS4167222	OMTF_Original_Matanuska_Thunder_Fuck__PGT-147540	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609794	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157450	0	PAIRED	PGT-180589	164	47	SRR8346650	SRS4167223	PuTang__PGT-180589	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609580	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157451	0	PAIRED	PGT-147541	258	77	SRR8346649	SRS4167224	Purple_Afghani__PGT-147541	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609776	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157452	0	PAIRED	PGT-180003	254	72	SRR8346648	SRS4167225	Star_91_3__PGT-180003	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609360	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157453	0	PAIRED	PGT-126654	97	29	SRR8346647	SRS4167226	Snow_Calyx__PGT-126654	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609581	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157454	0	PAIRED	PGT-147542	93	28	SRR8346646	SRS4167227	Willie_Nelson__PGT-147542	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609774	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157455	0	PAIRED	PGT-180001	98	29	SRR8346645	SRS4167229	BG_Skunk_12__PGT-180001	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609763	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157456	0	PAIRED	PGT-179990	151	45	SRR8346644	SRS4167228	Lemon_OG_Kush__PGT-179990	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609582	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157457	0	PAIRED	PGT-147543	121	37	SRR8346643	SRS4167230	Skunk_1__PGT-147543	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609583	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157458	0	PAIRED	PGT-147544	124	38	SRR8346642	SRS4167231	Headband__PGT-147544	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609584	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157459	0	PAIRED	PGT-147545	155	47	SRR8346641	SRS4167232	G-13__PGT-147545	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609493	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157460	0	PAIRED	PGT-132772	139	43	SRR8346640	SRS4167233	Golden_Pineapple__PGT-132772	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609585	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157461	0	PAIRED	PGT-147546	130	40	SRR8346639	SRS4167234	P_Wonder__PGT-147546	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609775	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157462	0	PAIRED	PGT-180002	94	27	SRR8346638	SRS4167235	Marmalade_5__PGT-180002	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609494	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157463	0	PAIRED	PGT-132773	128	39	SRR8346637	SRS4167236	Voodo_Chili__PGT-132773	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609586	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157464	0	PAIRED	PGT-147547	127	40	SRR8346636	SRS4167237	Marmalade__PGT-147547	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609495	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157465	0	PAIRED	PGT-132774	258	78	SRR8346635	SRS4167238	Rude_Boi__PGT-132774	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609496	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157466	0	PAIRED	PGT-132775	269	83	SRR8346634	SRS4167239	Sour_Apple__PGT-132775	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609489	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157467	0	PAIRED	PGT-132768	119	35	SRR8346633	SRS4167240	Original_Glue_GG4__PGT-132768	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609490	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157468	0	PAIRED	PGT-132769	126	39	SRR8346632	SRS4167242	Chernobyl__PGT-132769	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609605	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157469	0	PAIRED	PGT-147568	161	49	SRR8346631	SRS4167241	Mendo_Breath__PGT-147568	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609606	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157470	0	PAIRED	PGT-147584	90	28	SRR8346630	SRS4167243	Sour_Diesel__PGT-147584	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609603	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157471	0	PAIRED	PGT-147566	161	50	SRR8346629	SRS4167244	Old_OG__PGT-147566	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609604	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157472	0	PAIRED	PGT-147567	55	17	SRR8346628	SRS4167245	G_Funk__PGT-147567	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609601	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157473	0	PAIRED	PGT-147564	92	28	SRR8346627	SRS4167246	Northern_Lights__PGT-147564	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609491	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157474	0	PAIRED	PGT-132770	151	45	SRR8346626	SRS4167247	Phresh_Glue__PGT-132770	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609599	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157475	0	PAIRED	PGT-147561	81	24	SRR8346625	SRS4167248	Pharoahs_Gold__PGT-147561	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609600	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157476	0	PAIRED	PGT-147563	70	21	SRR8346624	SRS4167249	G13_x_Skunk__PGT-147563	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609137	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157477	0	PAIRED	PGT-112190	24	6	SRR8346623	SRS4167250	Orange_Zkittles_3__PGT-112190	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609857	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157478	0	PAIRED	PGT-18303	333	89	SRR8346622	SRS4167251	Oil_Spill__PGT-18303	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609858	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157479	0	PAIRED	PGT-18304	367	99	SRR8346621	SRS4167252	AK-47__PGT-18304	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609607	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157480	0	PAIRED	PGT-147585	129	40	SRR8346620	SRS4167253	Head_Band__PGT-147585	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609608	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157481	0	PAIRED	PGT-147586	247	76	SRR8346619	SRS4167254	Purple_Punch__PGT-147586	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609795	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157482	0	PAIRED	PGT-180590	91	27	SRR8346618	SRS4167255	S9.3K3XCD.12__PGT-180590	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609122	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157483	0	PAIRED	PGT-112175	71	18	SRR8346617	SRS4167256	Space_Queen__PGT-112175	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609121	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157484	0	PAIRED	PGT-108338	165	48	SRR8346616	SRS4167257	Panama_Red__PGT-108338	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609207	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157485	0	PAIRED	PGT-115260	116	35	SRR8346615	SRS4167258	Golden_State_Cookies__PGT-115260	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609208	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157486	0	PAIRED	PGT-115261	108	32	SRR8346614	SRS4167259	KKU__PGT-115261	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609126	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157487	0	PAIRED	PGT-112179	124	34	SRR8346613	SRS4167260	Lemon_Sugar_Kush__PGT-112179	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609131	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157488	0	PAIRED	PGT-112184	38	10	SRR8346612	SRS4167261	Mendo_Breath__PGT-112184	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609124	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157489	0	PAIRED	PGT-112177	105	27	SRR8346611	SRS4167262	Blueberry_Bubblegum__PGT-112177	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609123	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157490	0	PAIRED	PGT-112176	95	26	SRR8346610	SRS4167263	New_Glue_GG5__PGT-112176	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609201	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157491	0	PAIRED	PGT-115254	94	28	SRR8346609	SRS4167264	The_Cube_x_Magnum_Opus__PGT-115254	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609138	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157492	0	PAIRED	PGT-112191	116	32	SRR8346608	SRS4167265	Bluezzz_5__PGT-112191	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609199	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157493	0	PAIRED	PGT-112261	151	39	SRR8346607	SRS4167266	Grand_Daddy_Purple__PGT-112261	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609200	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157494	0	PAIRED	PGT-112262	127	35	SRR8346606	SRS4167267	GG_6__PGT-112262	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609205	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157495	0	PAIRED	PGT-115258	91	27	SRR8346605	SRS4167268	Stem__PGT-115258	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
151	SAMN10609206	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157496	0	PAIRED	PGT-115259	107	31	SRR8346604	SRS4167269	Flower_Stem__PGT-115259	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609203	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157497	0	PAIRED	PGT-115256	81	24	SRR8346603	SRS4167270	Orange_Blossom__PGT-115256	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609204	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157498	0	PAIRED	PGT-115257	149	44	SRR8346602	SRS4167271	Omega__PGT-115257	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609284	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157499	0	PAIRED	PGT-115338	71	20	SRR8346601	SRS4167272	Wesleys_Wish__PGT-115338	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609283	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157500	0	PAIRED	PGT-115337	281	82	SRR8346600	SRS4167273	Cenarius__PGT-115337	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609286	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157501	0	PAIRED	PGT-115341	116	36	SRR8346599	SRS4167274	Tangerine_Power__PGT-115341	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609285	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157502	0	PAIRED	PGT-115339	64	18	SRR8346598	SRS4167275	Blue_Dynamite__PGT-115339	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609280	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157503	0	PAIRED	PGT-115334	178	52	SRR8346597	SRS4167276	Purple_Hindu_Kush__PGT-115334	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609279	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157504	0	PAIRED	PGT-115333	98	28	SRR8346596	SRS4167277	AC-DC__PGT-115333	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609282	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157505	0	PAIRED	PGT-115336	80	24	SRR8346595	SRS4167278	Harlequin__PGT-115336	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609281	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157506	0	PAIRED	PGT-115335	76	22	SRR8346594	SRS4167279	Harle_Tsu__PGT-115335	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609558	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157507	0	PAIRED	PGT-147515	231	69	SRR8346593	SRS4167280	Cookies_+_Cream__PGT-147515	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609557	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157508	0	PAIRED	PGT-147514	331	99	SRR8346592	SRS4167281	Cherry_AF__PGT-147514	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609288	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157509	0	PAIRED	PGT-119486	154	46	SRR8346591	SRS4167282	To_be_determined__PGT-119486	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609287	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157510	0	PAIRED	PGT-115342	221	66	SRR8346590	SRS4167283	Blueberry_Muffin_2018__PGT-115342	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609108	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157511	0	PAIRED	PGT-108325	170	49	SRR8346589	SRS4167284	Macchiato__PGT-108325	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609107	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157512	0	PAIRED	PGT-108324	201	58	SRR8346588	SRS4167285	Durban_Lime__PGT-108324	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609104	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157513	0	PAIRED	PGT-108321	204	60	SRR8346587	SRS4167286	Outlaw_Skunk__PGT-108321	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609103	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157514	0	PAIRED	PGT-108320	198	58	SRR8346586	SRS4167287	Omija__PGT-108320	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
150	SAMN10609106	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157515	0	PAIRED	PGT-108323	222	65	SRR8346585	SRS4167288	Durban_Sherbet__PGT-108323	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	ILLUMINA	2018-12-18	SRP173788
